OBJECTID,MPD_ARREST_NUMBER,MPD_ARREST_DATE,PERSON_TYPE,TOP_CHARGE,MPD_CHARGE_CATEGORY,MPD_CHARGE_DESCRIPTION,CHARGE_CODE,AGE,ARREST_COUNT,RACE,ETHNICITY,SEX,HOME_PSA,ARREST_DISTRICT,ARREST_PSA,HOME_CITY,HOME_STATE,PDID,CCN,LATITUDE,LONGITUDE,DMPSJ_CATEGORY,YEAR,MONTH,IS_MARIJUANA,CREATOR,CREATED,EDITOR,EDITED,GLOBALID
3121,96075360015037070259279372085596869620,2016/05/13 17:30:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,26,24,Black,Not Hispanic Or Latino,Male,306,3D,305,WASHINGTON,DC,314003050844660809477559395323623586030,170393282554903313414795744061704474245,38.916,-77.022,Failure to appear,2016,5,FALSE,,,,,{ED8DF4CB-195D-40D9-8B95-886B85623F09}
3122,184543329489137180449593993642513552914,2016/05/13 17:55:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,22,1,Black,Not Hispanic Or Latino,Male,OUT OF STATE,7D,704,CAPITOL HEIGHTS,MD,3091088365639315113931530961212381206,310753566617471856944000758483085661728,,,Robbery,2016,5,FALSE,,,,,{B0C5B677-3243-4A4D-9BDC-C949786D7886}
3123,179436084974888687693601316878950814855,2016/05/13 17:59:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,30,9,Black,Unknown,Male,506,5D,506,WASHINGTON,DC,234648162667607079004523944596718985281,321899753983102446584313217317384328606,,,Robbery,2016,5,FALSE,,,,,{5033F339-91BE-44C8-8115-E776844CEF8B}
3124,52391438414807126722523304835638511313,2016/05/13 18:00:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,38,11,Black,Not Hispanic Or Latino,Male,Unknown,3D,306,nan,nan,117738964743857773287966446394918297572,332910302165511138748858814951253682410,38.916,-77.022,Drugs,2016,5,FALSE,,,,,{E6598D58-DD34-4EA1-BC19-AE59D4BCE1F6}
3125,12763896172042304697703000439618953318,2016/05/13 19:45:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),26,6,Black,Unknown,Female,607,6D,607,WASHINGTON,DC,97430357525543328844141888178767752713,303641224490422381498988898828693566243,38.869,-76.969,Assault,2016,5,FALSE,,,,,{92BF1D0B-F325-4C42-AA13-BC0B537FED98}
3126,12763896172042304697703000439618953318,2016/05/13 19:45:00,DEFENDANT IN ARREST,nan,Offenses Against Family & Children,Second Degree Cruelty To Children (simple Assault),22DC1101B,26,6,Black,Unknown,Female,607,6D,607,WASHINGTON,DC,97430357525543328844141888178767752713,303641224490422381498988898828693566243,38.869,-76.969,Cruelty to children,2016,5,FALSE,,,,,{2AF5BFCF-0E81-434E-906F-0022D7241369}
3127,321166981384457604952183391295358065524,2016/05/13 19:52:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,20,0,Black,Not Hispanic Or Latino,Female,703,Unknown,Unknown,WASHINGTON,DC,207135746700781843329562879896318653473,305506762067821400142860261096764755276,,,Weapons,2016,5,FALSE,,,,,{1B78CF0B-C01A-401C-A222-DC33CBA21698}
3128,321166981384457604952183391295358065524,2016/05/13 19:52:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,20,0,Black,Not Hispanic Or Latino,Female,703,Unknown,Unknown,WASHINGTON,DC,207135746700781843329562879896318653473,305506762067821400142860261096764755276,,,Weapons,2016,5,FALSE,,,,,{8FA867CF-6CA6-4835-B600-812F5D6866ED}
3129,116659923268888824446436504646007774391,2016/05/13 21:50:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,44,10,Black,Not Hispanic Or Latino,Male,502,5D,502,WASHINGTON,DC,28268138009954860349472012535740800542,265207926101348318100899116457927247013,38.912,-77.008,Failure to appear,2016,5,FALSE,,,,,{1C2A9E9C-73C0-4AC5-AFD2-B0BB09A873FA}
3130,296070210060119074440482328153877857520,2016/05/13 23:00:00,DEFENDANT IN ARREST,Yes,Other Crimes,Obstruction Justice (harassment - Arrest) (intimidation),22DC722(A)(3)(A),40,2,Black,Unknown,Male,504,5D,505,WASHINGTON,DC,33957694473545020004655053880074540460,14023099987801152922455010819157807478,38.922,-76.985,Obstruction of justice,2016,5,FALSE,,,,,{AB7823EE-DBD9-4F8B-A485-879C5B72F460}
3131,224741332105738904323359020291878601789,2016/05/13 23:03:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),69,3,Black,Not Hispanic Or Latino,Male,406,4D,406,WASHINGTON,DC,206608107780474828115123419214688534324,23374321608246406135628652175228845743,38.965,-77.008,Assault,2016,5,FALSE,,,,,{EB60731E-6A6B-49E6-BAFD-98FBCB09DB43}
3132,185202032396203694578426817757643303424,2016/05/13 23:15:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,22,6,Black,Unknown,Male,Unknown,4D,409,nan,nan,42218732639372772998288524021344723569,273740119031966764215707525316147623604,38.933,-77.024,Failure to appear,2016,5,FALSE,,,,,{2CF89959-8D5A-4695-A1A8-E7B82181FDF3}
3133,185202032396203694578426817757643303424,2016/05/13 23:15:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,22,6,Black,Unknown,Male,Unknown,4D,409,nan,nan,42218732639372772998288524021344723569,273740119031966764215707525316147623604,38.933,-77.024,Failure to appear,2016,5,FALSE,,,,,{80C21427-A4C5-4FE0-AD13-594B1730A432}
3134,185202032396203694578426817757643303424,2016/05/13 23:15:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,22,6,Black,Unknown,Male,Unknown,4D,409,nan,nan,42218732639372772998288524021344723569,273740119031966764215707525316147623604,38.933,-77.024,Failure to appear,2016,5,FALSE,,,,,{2E13A277-1570-461B-91FA-B3A81A51C78A}
3135,47462968097157273496666802209970357895,2016/05/14 00:10:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),63,1,White,Unknown,Male,501,5D,501,WASHINGTON,DC,77251152943964698322552572854828840125,283390114047663347887486935586310435039,38.911,-77.01,Assault,2016,5,FALSE,,,,,{90967E2D-DDB3-4613-8AB3-F735CFF91EC4}
3136,67479446650320315740954165208591450286,2016/05/14 02:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,26,6,Black,Not Hispanic Or Latino,Male,604,7D,701,WASHINGTON,DC,98966901044311268630226170854446282723,157021859569432604140211956460664004849,38.866,-76.985,Failure to appear,2016,5,FALSE,,,,,{70F2216A-188B-49FA-A490-90CDFCC76A1F}
3137,285938047613741335510956507872441182833,2016/05/14 02:50:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),53,2,Black,Unknown,Male,502,5D,502,WASHINGTON,DC,155326383906359343619260783564706183817,136733307197788543886692184676416862019,38.915,-77.001,Assault,2016,5,FALSE,,,,,{DF88693E-D493-46A1-AE34-2AAE83D27C95}
3138,285938047613741335510956507872441182833,2016/05/14 02:50:00,DEFENDANT IN ARREST,nan,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),53,2,Black,Unknown,Male,502,5D,502,WASHINGTON,DC,155326383906359343619260783564706183817,136733307197788543886692184676416862019,38.915,-77.001,Assault,2016,5,FALSE,,,,,{44A89715-C6B9-4A09-8F60-8C6BB50C0303}
3139,285938047613741335510956507872441182833,2016/05/14 02:50:00,DEFENDANT IN ARREST,nan,Weapon Violations,Felon In Possession,22DC4503A2,53,2,Black,Unknown,Male,502,5D,502,WASHINGTON,DC,155326383906359343619260783564706183817,136733307197788543886692184676416862019,38.915,-77.001,Weapons,2016,5,FALSE,,,,,{4D9BC087-4479-4786-A876-AA832A2503AB}
3140,122436458652297623385241420266720202786,2016/05/14 03:15:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),18,18,Unknown,Hispanic Or Latino,Male,405,4D,409,WASHINGTON,DC,150519106120540351388174368008383112547,146615853391450326779075236745549314668,38.933,-77.032,Assault,2016,5,FALSE,,,,,{0F3E8E68-B25C-40C9-8C9C-983385E4A85F}
3141,22483324622157208373148958886862952436,2016/05/14 03:50:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),27,7,Black,Unknown,Male,102,1D,104,WASHINGTON,DC,161282858512012916210290804584698790331,317982735888043172923950673683435434628,38.904,-76.999,Assault,2016,5,FALSE,,,,,{2B256EE4-883A-4598-8324-C9F2DE4093DF}
3142,116858897180908861208500528234681278043,2016/05/14 03:56:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,33,3,Black,Unknown,Male,306,3D,303,HYATTSVILLE,MD,162438007913061117865090417626183174203,91645120019805886481576405818552991786,,,Robbery,2016,5,FALSE,,,,,{0DEF8C19-578E-4964-8E70-0B6138157F35}
3143,129832290191397667754958919965338695389,2016/05/14 06:05:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,22,0,White,Hispanic Or Latino,Male,Unknown,4D,407,nan,nan,321891167727987803045394676325271831732,61043388862983269430015910685258920989,38.949,-77.015,Burglary,2016,5,FALSE,,,,,{FED71315-1C85-4171-A38C-AC03DCF5D540}
3144,129832290191397667754958919965338695389,2016/05/14 06:05:00,DEFENDANT IN ARREST,nan,Aggravated Assault,Aggravated Assault,22DUSC00404.01,22,0,White,Hispanic Or Latino,Male,Unknown,4D,407,nan,nan,321891167727987803045394676325271831732,61043388862983269430015910685258920989,38.949,-77.015,Assault,2016,5,FALSE,,,,,{E372EAE7-9A0D-47BA-914C-D1E9743AA64F}
3145,269316961165737875122267472491651067916,2016/05/14 06:40:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),28,1,White,Hispanic Or Latino,Male,406,4D,406,WASHINGTON,DC,66806328619202400417642940010871015564,234431292208979226769533541855906802789,38.961,-76.997,Assault,2016,5,FALSE,,,,,{0916F23A-9FB3-4696-93E8-C45312EB0785}
3146,150701267034319026650131297189725842617,2016/05/14 10:31:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),19,1,Black,Not Hispanic Or Latino,Female,603,6D,603,WASHINGTON,DC,272929666372168058214635520312503917832,268030587943493628968127765511332976577,38.888,-76.94,Assault,2016,5,FALSE,,,,,{8787639F-A295-47C3-9ACB-DD29BB210CD3}
3147,220724309319312462781118295727853670623,2016/05/14 11:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),29,5,Black,Unknown,Male,707,7D,708,WASHINGTON,DC,251060893923575020199047282552858238744,191792592912390496127710416543745226910,38.831,-77.007,Assault,2016,5,FALSE,,,,,{DD6FE9B9-90AF-428D-A5D2-462ADF4F4AE7}
3148,220724309319312462781118295727853670623,2016/05/14 11:00:00,DEFENDANT IN ARREST,nan,Narcotics,Poss Of A Controlled Substance -felony,48DC904.01D(F),29,5,Black,Unknown,Male,707,7D,708,WASHINGTON,DC,251060893923575020199047282552858238744,191792592912390496127710416543745226910,38.831,-77.007,Drugs,2016,5,FALSE,,,,,{2C021364-13D1-484C-8454-35EDD14DD0CC}
3149,14300495529183415109842392969582913296,2016/05/14 14:50:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,19,1,Black,Not Hispanic Or Latino,Male,603,6D,603,WASHINGTON,DC,42053609325404687209668596050850225262,29126943527745967325882380510044554254,38.891,-76.951,Robbery,2016,5,FALSE,,,,,{734E79C4-B15E-41C2-91D8-FEFE9B84D1AE}
3150,20985264154408214321489238558727343011,2016/05/14 15:38:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),23,6,White,Hispanic Or Latino,Male,404,3D,302,WASHINGTON,DC,114282864639038928797051570037581025805,71996316797357183136014825634546277874,38.929,-77.03,Assault,2016,5,FALSE,,,,,{09272E9A-7D2B-4245-ADF2-00E8CCDB5879}
3151,226495115283200563593301375744270781735,2016/05/14 15:48:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possess Prohibited Weapon,22DC4503-X,33,4,Black,Unknown,Male,407,3D,306,WASHINGTON,DC,205152383573387942432433665153598224624,134140694924083504687622970234014292454,38.925,-77.017,Weapons,2016,5,FALSE,,,,,{AB2A3192-1C68-4370-9170-2E8684B59E46}
3152,329923280658465454223454230926208136868,2016/05/14 15:53:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,43,3,Black,Unknown,Male,Unknown,7D,703,WASHINGTON,DC,268984116503476445434312430788043079234,42764729579796220356450577873074880012,38.863,-76.992,Drugs,2016,5,FALSE,,,,,{D6CC07C2-CBE4-47D1-BA1F-15BA1A331B30}
3153,329923280658465454223454230926208136868,2016/05/14 15:53:00,DEFENDANT IN ARREST,nan,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,43,3,Black,Unknown,Male,Unknown,7D,703,WASHINGTON,DC,268984116503476445434312430788043079234,42764729579796220356450577873074880012,38.863,-76.992,Drugs,2016,5,FALSE,,,,,{4DCE1751-0EEA-4244-8C70-1A51B04C5A29}
3154,241014739971150370628771598085582142663,2016/05/14 15:53:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,46,8,Black,Not Hispanic Or Latino,Male,Unknown,7D,703,WASHINGTON,DC,191507565091762767088450984658701148978,42764729579796220356450577873074880012,38.863,-76.992,Drugs,2016,5,FALSE,,,,,{A324C435-343D-45AC-A47D-8BC2D8966F8F}
3155,241014739971150370628771598085582142663,2016/05/14 15:53:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Prisoner Escape,22DC2601,46,8,Black,Not Hispanic Or Latino,Male,Unknown,7D,703,WASHINGTON,DC,191507565091762767088450984658701148978,42764729579796220356450577873074880012,38.863,-76.992,Prisoner escape,2016,5,FALSE,,,,,{1BC8CD32-A83C-442B-9C17-A11183EB2D72}
3156,122353609209803946112384327933596209614,2016/05/14 16:30:00,DEFENDANT IN ARREST,Yes,Property Crimes,Tampering With Physical Evidence,22DC723,36,3,Black,Not Hispanic Or Latino,Male,OUT OF STATE,6D,608,CAPITAL HEIGHTS,MD,250474829937940689079807578950641341684,2784951418464637891288295309393443785,38.893,-76.919,Obstruction of justice,2016,5,FALSE,,,,,{FD06EC6B-0606-426B-8289-F0D77C3D4F40}
3157,122353609209803946112384327933596209614,2016/05/14 16:30:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,36,3,Black,Not Hispanic Or Latino,Male,OUT OF STATE,6D,608,CAPITAL HEIGHTS,MD,250474829937940689079807578950641341684,2784951418464637891288295309393443785,38.893,-76.919,Failure to appear,2016,5,FALSE,,,,,{27393924-7F7A-47DF-AB21-23EAC3BC4BAC}
3158,234287960906188064232795908355993659162,2016/05/14 17:46:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,46,2,Black,Unknown,Female,Unknown,1D,105,nan,WASHINGTON,118085246889788813329515269794561058330,4077030501561517336910437374410613072,38.875,-77.011,Drugs,2016,5,FALSE,,,,,{66504929-39BE-4A90-A01F-7DCF79387620}
3159,152281831027647228673426562778966383082,2016/05/14 19:00:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,32,0,White,Unknown,Female,604,6D,601,LOVETTSVILLE,VA,173738784758084522214027366935853076481,308159916697854346393207516985903229499,38.901,-76.946,Drugs,2016,5,FALSE,,,,,{4907C5E6-0EB4-44C5-98A3-2BC263C84CF2}
3160,197537725551276768700960836921753242797,2016/05/14 21:33:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,32,2,Black,Unknown,Male,507,5D,507,WASHINGTON,DC,23975202033322484356445645933730509638,286779718959467309491972401834695714928,38.895,-76.981,Drugs,2016,5,FALSE,,,,,{9D7575AE-3C19-4F25-A87F-23BAA491F41E}
3161,197537725551276768700960836921753242797,2016/05/14 21:33:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,32,2,Black,Unknown,Male,507,5D,507,WASHINGTON,DC,23975202033322484356445645933730509638,286779718959467309491972401834695714928,38.895,-76.981,Failure to appear,2016,5,FALSE,,,,,{D54765DE-9315-4651-A382-0E62838C90B8}
3162,144575422845169259923575750104085302074,2016/05/14 22:32:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),23,1,Black,Not Hispanic Or Latino,Male,706,7D,706,WASHINGTON,DC,340227508504382574584693036154096483747,134959743154776177774575267246603403528,38.828,-76.992,Drugs,2016,5,FALSE,,,,,{98D6137E-53B6-4E66-A44F-1BE90ABAF8C9}
3163,144575422845169259923575750104085302074,2016/05/14 22:32:00,DEFENDANT IN ARREST,nan,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,23,1,Black,Not Hispanic Or Latino,Male,706,7D,706,WASHINGTON,DC,340227508504382574584693036154096483747,134959743154776177774575267246603403528,38.828,-76.992,Drugs,2016,5,FALSE,,,,,{071719C0-2E12-43B3-8C22-25FBBD7D6616}
3164,217002267527937057136131329361961719045,2016/05/14 23:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),30,4,Black,Not Hispanic Or Latino,Male,507,6D,605,WASHINGTON,DC,176794066249081768336734837955816471704,277756713898283018261708450723624058639,38.872,-76.957,Assault,2016,5,FALSE,,,,,{65A2C205-9A8A-489A-80BC-9B822EE7674B}
3165,153938410412089352962627143977320363299,2016/05/15 00:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),63,0,Black,Not Hispanic Or Latino,Female,105,1D,105,WASHINGTON,DC,184357385896220598236264497966590292288,12991620129410039768772173517820381591,38.874,-77.011,Assault,2016,5,FALSE,,,,,{1E16277F-B94F-4168-A960-5D29F2F34943}
3166,320421277614260875381642823352219679611,2016/05/15 00:20:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,55,0,Black,Not Hispanic Or Latino,Male,Unknown,6D,605,WASHINGTON,DC,213664474538700619763638681996095128907,78629330530693658384225923544188371819,38.868,-76.956,Assault,2016,5,FALSE,,,,,{9C6171E3-4BCE-41FD-875A-7BE366E27616}
3167,74179643093617389804495724366586780371,2016/05/15 02:37:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,38,5,Black,Not Hispanic Or Latino,Male,705,7D,706,WASHINGTON,DC,244939166125962415706020132892557596386,115366683164318800879437368853767967498,38.827,-76.995,Failure to appear,2016,5,FALSE,,,,,{5E04C39E-ABCC-401D-A97F-3BB7915248AB}
3168,256662076266288556590759812065460674131,2016/05/15 03:40:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",30,0,Asian,Unknown,Male,OUT OF STATE,2D,208,FALLS CHURCH,VA,202724613940709843990739825448285789497,252196064261525598444022123312835115492,38.906,-77.042,Theft,2016,5,FALSE,,,,,{5ECACCAB-312D-442C-BC74-46F9F919B276}
3169,134210006711780509879217840231114248570,2016/05/15 03:47:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possess Prohibited Weapon,22DC4503-X,20,1,Black,Not Hispanic Or Latino,Male,OUT OF STATE,3D,303,DISTRICT HEIGHTS,MD,65975896356499064719585845453516045376,15653881806440695025206326684593433078,38.921,-77.042,Weapons,2016,5,FALSE,,,,,{3C4B5D78-7052-49E3-AA9C-670BC8F09F32}
3170,340048617316936484504363263191446698452,2016/05/15 04:20:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Assault With Significant Bodily Injury,22DC404(A)(2),29,4,White,Hispanic Or Latino,Male,404,3D,303,WASHINGTON,DC,98045101978327686931148943844348038319,209412259881639439871068303426862696757,38.922,-77.042,Assault,2016,5,FALSE,,,,,{B713C01D-4890-4B9D-BAEF-E7A2C45EE62C}
3171,103742842991785171667524406837329193455,2016/05/15 04:20:00,DEFENDANT IN ARREST,Yes,Aggravated Assault,Assault With Significant Bodily Injury,22DC404(A)(2),26,3,White,Hispanic Or Latino,Male,208,3D,303,WASHINGTON,DC,85017663817055589674701005245301717922,209412259881639439871068303426862696757,38.922,-77.042,Assault,2016,5,FALSE,,,,,{D758BE6E-8342-447F-BB8C-2CA75857E07F}
3172,116060082990577127749864797033426516230,2016/05/15 04:50:00,DEFENDANT IN ARREST,Yes,Property Crimes,"Vandalizing, Damaging, Destroying, Taking Property Of A Government Official (destruction/damage/vandalism Of Property)",22DC851(C),53,20,Black,Not Hispanic Or Latino,Male,701,2D,207,WASHINGTON,DC,318093349753924651173623287254475878343,126965700498186710496442520171198711041,38.901,-77.051,Property,2016,5,FALSE,,,,,{A346BE0A-0987-4382-A004-C3043C6B695A}
3173,74866179645756196434263831079458274800,2016/05/15 09:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,61,4,Black,Unknown,Male,505,1D,103,"WASHINGTON, D.C.",nan,59307348956689540010551892241978519493,259612076291039628796189553920152125355,38.9,-77.012,Failure to appear,2016,5,FALSE,,,,,{3ADEE71E-9B18-4BCA-A66D-4D83669FF3F6}
3174,74866179645756196434263831079458274800,2016/05/15 09:30:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,61,4,Black,Unknown,Male,505,1D,103,"WASHINGTON, D.C.",nan,59307348956689540010551892241978519493,259612076291039628796189553920152125355,38.9,-77.012,Failure to appear,2016,5,FALSE,,,,,{4A9C979A-4744-45D1-A548-9551D6853CC7}
